"","logFC","logCPM","LR","PValue","FDR"
"FBgn0003275:Polr2F",-9.41143927113891,14.4624517559877,4413.55698276684,0,0
"FBgn0039431:plum",-9.41143927113891,14.4669992232761,4413.5569827755,0,0
"FBgn0022787:Hel89B",-9.41143927113891,14.4599688490228,4413.55698277066,0,0
"FBgn0037344:CG2926",-9.41143927113891,14.4605119214014,4413.55698276975,0,0
"FBgn0261285:Ppcs",-9.41143927113891,14.4618030227157,4413.55698277721,0,0
"FBgn0024944:Oamb",-9.41143927113891,14.4613034973814,4413.55698277957,0,0
"FBgn0037707:RnpS1",-9.41143927113891,14.4597319653616,4413.55698277162,0,0
"FBgn0038746:Surf6",-9.41143927113891,14.4601055073487,4413.55698276808,0,0
"FBgn0037717:CG8301",-9.41143927113891,14.4601303375277,4413.55698276778,0,0
"FBgn0004387:Klp98A",-9.41143927113891,14.4608864734673,4413.55698276625,0,0
"FBgn0024491:Bin1",-9.41143927113891,14.4608934291653,4413.55698276736,0,0
"FBgn0004587:B52",-9.41143927113891,14.46815347247,4413.55698277351,0,0
"FBgn0003205:Ras85D",-9.41143927113891,14.4679289980834,4413.55698279572,0,0
"FBgn0002413:dco",-9.41143927113891,14.4641763302776,4413.55698279733,0,0
"FBgn0086605:CG9853",-9.41143927113891,14.465775550672,4413.55698277241,0,0
"FBgn0037384:dgrn",-9.41143927113891,14.4595449843857,4413.55698276427,0,0
"FBgn0085433:CG34404",-9.41143927113891,14.462257367453,4413.55698276694,0,0
"FBgn0038876:Idi",-9.41143927113891,14.4629915039623,4413.55698276812,0,0
"FBgn0038704:CG5316",-9.41143927113891,14.4597825354833,4413.55698276973,0,0
"FBgn0039557:CG12259",-9.41143927113891,14.459535298351,4413.5569827711,0,0
"FBgn0038029:GstD11",-9.41143927113891,14.4599150766863,4413.55698277034,0,0
"FBgn0028690:Rpn5",-9.41143927113891,14.4619088184709,4413.55698277934,0,0
"FBgn0250746:Prosbeta7",-9.41143927113891,14.4616830345947,4413.55698276693,0,0
"FBgn0053977:Dpm3",-9.41143927113891,14.461818203146,4413.55698276846,0,0
"FBgn0051126:CG31126",-9.41143927113891,14.4620453171962,4413.55698277129,0,0
"FBgn0038087:beat-Va",-9.41143927113891,14.4605580157884,4413.55698276432,0,0
"FBgn0002781:mod(mdg4)",-9.41143927113891,14.4611751991164,4413.55698277559,0,0
"FBgn0038672:CG6005",-9.41143927113891,14.4597235572513,4413.55698277293,0,0
"FBgn0004509:Fur1",-9.41143927113891,14.461740002372,4413.55698276642,0,0
"FBgn0037624:CG8223",-9.41143927113891,14.4596063296183,4413.55698277062,0,0
"FBgn0037551:Arl8",-9.41143927113891,14.4672014957514,4413.55698277816,0,0
"FBgn0260742:CG12213",-9.41143927113891,14.4598371911368,4413.55698277251,0,0
"FBgn0020493:Dad",-9.41143927113891,14.4605412258482,4413.55698277623,0,0
"FBgn0053208:Mical",-9.41143927113891,14.4628587308527,4413.55698276681,0,0
"FBgn0260860:Bet5",-9.41143927113891,14.4631157282985,4413.55698276664,0,0
"FBgn0039537:Hsdl2",-9.41143927113891,14.4602980401795,4413.5569827691,0,0
"FBgn0039876:CG2126",-9.41143927113891,14.4601273539011,4413.55698276941,0,0
"FBgn0010379:Akt",-9.41143927113891,14.4594721074366,4413.55698277102,0,0
"FBgn0039109:CG10365",-9.41143927113891,14.4595038339705,4413.55698276513,0,0
"FBgn0051040:Cog7",-9.41143927113891,14.4600986662842,4413.55698277433,0,0
"FBgn0047114:CG31142",-9.41143927113891,14.4595178637089,4413.55698276876,0,0
"FBgn0011476:l(3)neo43",-9.41143927113891,14.4617855131877,4413.55698276655,0,0
"FBgn0085383:CG34354",-9.41143927113891,14.4731314677724,4413.5569827737,0,0
"FBgn0038828:CG17270",-9.41143927113891,14.4646772888135,4413.55698277371,0,0
"FBgn0004908:Arl2",-9.41143927113891,14.4607519335853,4413.5569827658,0,0
"FBgn0051151:wge",-9.41143927113891,14.4605250316168,4413.55698277185,0,0
"FBgn0039464:CG6330",-9.41143927113891,14.469560996894,4413.55698276987,0,0
"FBgn0038640:CG7706",-9.41143927113891,14.4603373074383,4413.5569827644,0,0
"FBgn0243512:puc",-9.41143927113891,14.4598696150447,4413.55698276733,0,0
"FBgn0037372:CG2091",-9.41143927113891,14.4622128890764,4413.55698278093,0,0
"FBgn0051249:CG31249",-9.41143927113891,14.4610692980513,4413.55698277284,0,0
"FBgn0005649:Rox8",-9.41143927113891,14.4606443982184,4413.55698277461,0,0
"FBgn0027338:Kap-alpha3",-9.41143927113891,14.4642966681723,4413.55698277723,0,0
"FBgn0039420:CG6154",-9.41143927113891,14.4627345080379,4413.55698276761,0,0
"FBgn0266418:wake",-9.41143927113891,14.4604316087947,4413.55698276497,0,0
"FBgn0038437:Sdhaf3",-9.41143927113891,14.4605261696654,4413.5569827658,0,0
"FBgn0038326:Hibch",-9.41143927113891,14.4601574334699,4413.55698276988,0,0
"FBgn0028396:TotA",-9.41143927113891,14.4600856922774,4413.55698277221,0,0
"FBgn0038723:CG6195",-9.41143927113891,14.4610895051575,4413.55698276552,0,0
"FBgn0039530:Tusp",-9.41143927113891,14.4595712840104,4413.55698277141,0,0
"FBgn0037633:CG9839",-9.41143927113891,14.4598484337988,4413.55698277422,0,0
"FBgn0015795:Rab7",-9.41143927113891,14.472490100219,4413.55698279401,0,0
"FBgn0039430:CG5455",-9.41143927113891,14.4600882659235,4413.55698276373,0,0
"FBgn0051064:CG31064",-9.41143927113891,14.4611604826371,4413.55698276634,0,0
"FBgn0263979:Caf1-55",-9.41143927113891,14.4592834444427,4413.55698277071,0,0
"FBgn0259222:CG42322",-9.41143927113891,14.4687399214207,4413.55698285849,0,0
"FBgn0039688:Kul",-9.41143927113891,14.460492744293,4413.55698277193,0,0
"FBgn0041186:Slbp",-9.41143927113891,14.460925160189,4413.55698277334,0,0
"FBti0059798:H{}1737",-9.41143927113891,14.4595989694671,4413.55698277111,0,0
"FBgn0042213:CG18731",-9.41143927113891,14.464341794305,4413.55698277634,0,0
"FBgn0086359:Invadolysin",-9.41143927113891,14.4614199188895,4413.5569827707,0,0
"FBgn0038653:Octalpha2R",-9.41143927113891,14.4749579561585,4413.55698283285,0,0
"FBgn0024326:Mkk4",-9.41143927113891,14.4613918776752,4413.55698276518,0,0
"FBgn0037379:CG10979",-9.41143927113891,14.4599329674576,4413.55698276751,0,0
"FBgn0038808:Srp14",-9.41143927113891,14.4595391711354,4413.55698276891,0,0
"FBgn0027378:MRG15",-9.41143927113891,14.4596289171437,4413.55698277312,0,0
"FBgn0037469:Dpck",-9.41143927113891,14.461340438347,4413.55698277131,0,0
"FBgn0010877:l(3)05822",-9.41143927113891,14.4607452503905,4413.55698277802,0,0
"FBgn0039260:Smg6",-9.41143927113891,14.4593277723692,4413.556982768,0,0
"FBgn0038063:Octbeta2R",-9.41143927113891,14.4702924133184,4413.55698276236,0,0
"FBgn0038806:CG5412",-9.41143927113891,14.4603701979739,4413.55698277122,0,0
"FBgn0015589:Apc",-9.41143927113891,14.4596013351209,4413.55698277216,0,0
"FBgn0039836:CG1750",-9.41143927113891,14.4599448334357,4413.55698277324,0,0
"FBgn0027524:CG3909",-9.41143927113891,14.4593495684409,4413.55698276859,0,0
"FBgn0086371:poly",-9.41143927113891,14.4622787841223,4413.55698282346,0,0
"FBgn0011289:TfIIA-L",-9.41143927113891,14.4598403867077,4413.55698277009,0,0
"FBgn0004237:Hrb87F",-9.41143927113891,14.4604934350844,4413.55698277161,0,0
"FBgn0051472:sgll",-9.41143927113891,14.4603593412799,4413.55698276701,0,0
"FBgn0037556:CG9636",-9.41143927113891,14.4611913706478,4413.55698277061,0,0
"FBgn0010772:Xe7",-9.41143927113891,14.4658175518401,4413.55698278443,0,0
"FBgn0024833:AP-1mu",-9.41143927113891,14.4618758354199,4413.55698276796,0,0
"FBgn0043455:CG5986",-9.41143927113891,14.4636988544126,4413.55698279126,0,0
"FBgn0037298:Sccpdh1",-9.41143927113891,14.4597809485216,4413.55698276842,0,0
"FBgn0026059:Mhcl",-9.41143927113891,14.4593086444205,4413.55698277032,0,0
"FBgn0266673:Sec10",-9.41143927113891,14.4592681348035,4413.55698276823,0,0
"FBgn0083950:side-VI",-9.41143927113891,14.4692559620925,4413.55698280857,0,0
"FBgn0038857:Bdbt",-9.41143927113891,14.4593079425816,4413.55698276544,0,0
"FBgn0038206:twf",-9.41143927113891,14.4619163535385,4413.55698276609,0,0
"FBgn0266721:gammaSnap2",-9.41143927113891,14.4640103004705,4413.55698276866,0,0
"FBgn0039404:CG14543",-9.41143927113891,14.4609250264542,4413.55698276527,0,0
"FBgn0028684:Rpt5",-9.41143927113891,14.4620349596172,4413.55698276892,0,0
"FBgn0066101:LpR1",-9.41143927113891,14.4625417754686,4413.55698276598,0,0
"FBgn0039126:CG13601",-9.41143927113891,14.4603828748725,4413.55698276528,0,0
"FBgn0038474:mRpS11",-9.41143927113891,14.4637675831358,4413.55698278708,0,0
"FBgn0022338:dnk",-9.41143927113891,14.4598568189944,4413.55698277422,0,0
"FBgn0051323:CG31323",-9.41143927113891,14.4617741889172,4413.55698277803,0,0
"FBgn0037652:CG11980",-9.41143927113891,14.4615401428578,4413.55698277433,0,0
"FBgn0038585:Non3",-9.41143927113891,14.4593296249623,4413.55698276541,0,0
"FBti0059796:H{}1735",-9.41143927113891,14.4598805163377,4413.5569827746,0,0
"FBgn0039136:CG5902",-9.41143927113891,14.4635156824514,4413.55698278183,0,0
"FBgn0039735:Nph",-9.41143927113891,14.4608421231389,4413.55698276624,0,0
"FBgn0038319:mRpL9",-9.41143927113891,14.4601989709207,4413.55698276503,0,0
"FBgn0266465:GckIII",-9.41143927113891,14.4609251969704,4413.55698276482,0,0
"FBgn0038564:CG7785",-9.41143927113891,14.4607514934046,4413.5569827657,0,0
"FBgn0038056:CG5961",-9.41143927113891,14.4616829621947,4413.55698277316,0,0
"FBgn0037312:CG11999",-9.41143927113891,14.4599445228267,4413.5569827686,0,0
"FBgn0037341:CG12746",-9.41143927113891,14.4593258161669,4413.5569827684,0,0
"FBgn0037777:CG11722",-9.41143927113891,14.4610770604544,4413.55698276557,0,0
"FBgn0039258:beta4GalT7",-9.41143927113891,14.4593747848633,4413.5569827689,0,0
"FBgn0037295:dpr16",-9.41143927113891,14.4614343116349,4413.55698277014,0,0
"FBgn0015778:rin",-9.41143927113891,14.4712644936504,4413.55698280161,0,0
"FBgn0038755:Hs6st",-9.41143927113891,14.4614278578588,4413.55698277991,0,0
"FBgn0038049:Srlp",-9.41143927113891,14.4628787805395,4413.55698276904,0,0
"FBgn0261988:Gprk2",-9.41143927113891,14.4673235520809,4413.55698280643,0,0
"FBgn0037660:beag",-9.41143927113891,14.4607037495913,4413.55698276507,0,0
"FBgn0265998:Doa",-9.41143927113891,14.4628052610096,4413.55698278522,0,0
"FBgn0262527:nsl1",-9.41143927113891,14.4611576342731,4413.55698277348,0,0
"FBgn0038617:Wdr37",-9.41143927113891,14.4621996817697,4413.55698278486,0,0
"FBgn0039229:Saf-B",-9.41143927113891,14.4616215387208,4413.55698277638,0,0
"FBgn0261995:CG42813",-9.41143927113891,14.4662256511775,4413.5569827731,0,0
"FBgn0037443:Dmtn",-9.41143927113891,14.4613181488907,4413.55698276695,0,0
"FBgn0069242:eca",-9.41143927113891,14.4630320976057,4413.55698276908,0,0
"FBgn0266722:Trs33",-9.41143927113891,14.4594236748355,4413.55698276369,0,0
"FBgn0051344:CG31344",-9.41143927113891,14.462878485776,4413.55698276721,0,0
"FBgn0040571:CG17193",-9.41143927113891,14.4604409783233,4413.55698277089,0,0
"FBgn0039528:dsd",-9.41143927113891,14.4609581441799,4413.55698276483,0,0
"FBgn0051118:RabX4",-9.41143927113891,14.4672976492222,4413.55698279228,0,0
"FBgn0040575:CG15922",-9.41143927113891,14.4618274539677,4413.55698278568,0,0
"FBgn0037549:CG7878",-9.41143927113891,14.4596900451814,4413.55698277016,0,0
"FBgn0267337:rn",-9.41143927113891,14.4659204138224,4413.55698276521,0,0
"FBgn0027526:Ublcp1",-9.41143927113891,14.4600954339736,4413.55698276504,0,0
"FBgn0037834:Art1",-9.41143927113891,14.4595208868043,4413.55698277199,0,0
"FBgn0038830:CG17272",-9.41143927113891,14.4660475063567,4413.55698283361,0,0
"FBgn0287225:bor",-9.41143927113891,14.4601265962063,4413.55698277005,0,0
"FBgn0037529:mRpS9",-9.41143927113891,14.463343423634,4413.55698276582,0,0
"FBgn0037978:KLHL18",-9.41143927113891,14.4608977680563,4413.5569827795,0,0
"FBgn0039714:Zip99C",-9.41143927113891,14.4609885341654,4413.55698276509,0,0
"FBgn0037377:CG1218",-9.41143927113891,14.4594394284997,4413.55698276757,0,0
"FBgn0051357:Kaz",-9.41143927113891,14.4628939644777,4413.55698276698,0,0
"FBgn0086362:spn-F",-9.41143927113891,14.4601132023388,4413.55698277058,0,0
"FBgn0039765:mRpS18C",-9.41143927113891,14.4648356183775,4413.55698277165,0,0
"FBgn0039732:CG15525",-9.41143927113891,14.4602175772774,4413.5569827645,0,0
"FBgn0051145:CG31145",-9.41143927113891,14.4708076018079,4413.55698279033,0,0
"FBgn0069923:CG41128",-9.41143927113891,14.4780058844193,4413.55698282189,0,0
"FBgn0038110:CG8031",-9.41143927113891,14.4606114394454,4413.55698276837,0,0
"FBgn0037326:CG14669",-9.41143927113891,14.4630577429343,4413.55698278139,0,0
"FBgn0004395:unk",-9.41143927113891,14.4626663823319,4413.55698279064,0,0
"FBgn0039733:CG11504",-9.41143927113891,14.4594764114079,4413.55698276674,0,0
"FBgn0015269:Nf1",-9.41143927113891,14.4613987831351,4413.55698277024,0,0
"FBgn0038675:CG6013",-9.41143927113891,14.4613687567964,4413.55698280474,0,0
"FBgn0083953:CG34117",-9.41143927113891,14.46198529856,4413.55698276694,0,0
"FBgn0027497:Madm",-9.41143927113891,14.4594186243124,4413.55698276531,0,0
"FBgn0027865:Tsp96F",-9.41143927113891,14.4604341828077,4413.55698276489,0,0
"FBgn0039338:XNP",-9.41143927113891,14.4612187576493,4413.55698276662,0,0
"FBgn0259178:5PtaseI",-9.41143927113891,14.4643494477313,4413.55698276871,0,0
"FBgn0038577:CG12321",-9.41143927113891,14.4592896700553,4413.55698276739,0,0
"FBgn0040623:Spase12",-9.41143927113891,14.4619322002478,4413.5569827681,0,0
"FBgn0051072:Lerp",-9.41143927113891,14.4606309186621,4413.55698277022,0,0
"FBgn0038768:CG4936",-9.41143927113891,14.4605779461863,4413.55698277227,0,0
"FBgn0038235:CG8461",-9.41143927113891,14.4614067376054,4413.55698277788,0,0
"FBgn0051191:CG31191",-9.41143927113891,14.4611119774925,4413.55698277487,0,0
"FBgn0038098:CG7381",-9.41143927113891,14.4593265876137,4413.55698276998,0,0
"FBgn0027950:MBD-like",-9.41143927113891,14.4617119993603,4413.55698277613,0,0
"FBgn0039634:alpha-Man-Ib",-9.41143927113891,14.4597809764979,4413.55698277178,0,0
"FBgn0001197:His2Av",-9.41143927113891,14.4681107161209,4413.55698279873,0,0
"FBgn0038438:Der-2",-9.41143927113891,14.4601999762857,4413.55698276721,0,0
"FBgn0039346:CG5079",-9.41143927113891,14.4608268126308,4413.55698276493,0,0
"FBgn0038961:CG13850",-9.41143927113891,14.4596834464622,4413.55698277222,0,0
"FBgn0038504:Sur-8",-9.41143927113891,14.4644835691013,4413.55698280438,0,0
"FBgn0037440:CRAT",-9.41143927113891,14.4597342993506,4413.5569827674,0,0
"FBgn0260744:Tango9",-9.41143927113891,14.4644965821219,4413.55698276915,0,0
"FBgn0038923:mRpL35",-9.41143927113891,14.4613063148923,4413.55698276677,0,0
"FBgn0037478:CG2656",-9.41143927113891,14.4597364740961,4413.55698276423,0,0
"FBgn0261261:plx",-9.41143927113891,14.4595127854929,4413.5569827692,0,0
"FBgn0038659:EndoA",-9.41143927113891,14.4792606853866,4413.5569827724,0,0
"FBgn0011739:wts",-9.41143927113891,14.4604320199591,4413.55698277341,0,0
"FBgn0265379:lncRNA:CR44320",-9.41143927113891,14.4600846817125,4413.55698276408,0,0
"FBgn0003885:alphaTub84D",-9.41143927113891,14.4745657602454,4413.55698278373,0,0
"FBgn0035235:CG7879",-9.41143927113891,14.4621801269058,4413.55698277937,0,0
"FBgn0037061:Trmt112",-9.41143927113891,14.4615180003675,4413.55698277898,0,0
"FBgn0035839:CG7550",-9.41143927113891,14.4594769526457,4413.5569827651,0,0
"FBgn0036059:nudE",-9.41143927113891,14.4635679074241,4413.55698278475,0,0
"FBgn0035964:Dhpr",-9.41143927113891,14.4650680959988,4413.55698281612,0,0
"FBgn0263108:BtbVII",-9.41143927113891,14.4609444049255,4413.55698276495,0,0
"FBgn0019662:qm",-9.41143927113891,14.4611327382181,4413.55698276962,0,0
"FBgn0052448:CG32448",-9.41143927113891,14.4616375739982,4413.5569827678,0,0
"FBgn0035630:CG10576",-9.41143927113891,14.4612006973272,4413.5569827656,0,0
"FBgn0035558:CG11357",-9.41143927113891,14.46102287989,4413.5569827653,0,0
"FBgn0262509:nrm",-9.41143927113891,14.4641391750307,4413.55698277105,0,0
"FBgn0043458:CG12084",-9.41143927113891,14.4610704745514,4413.55698276887,0,0
"FBgn0035896:CG6983",-9.41143927113891,14.4612257174141,4413.55698276541,0,0
"FBgn0027082:ProRS-m",-9.41143927113891,14.4598049204697,4413.55698277183,0,0
"FBgn0024187:syd",-9.41143927113891,14.4617576994127,4413.55698277092,0,0
"FBgn0036774:mRpS26",-9.41143927113891,14.4626832687269,4413.5569827664,0,0
"FBgn0027945:ppl",-9.41143927113891,14.4610143764692,4413.55698276433,0,0
"FBgn0027594:drpr",-9.41143927113891,14.4632203656001,4413.55698278251,0,0
"FBgn0027567:Ciz1",-9.41143927113891,14.4631210746131,4413.55698276772,0,0
"FBgn0035526:CG1316",-9.41143927113891,14.461739506253,4413.55698276716,0,0
"FBgn0029514:CG9166",-9.41143927113891,14.4601704126632,4413.55698276376,0,0
"FBgn0036405:CG6833",-9.41143927113891,14.4596206770284,4413.55698276675,0,0
"FBgn0035164:CG13901",-9.41143927113891,14.4598240925852,4413.5569827681,0,0
"FBgn0036277:CG10418",-9.41143927113891,14.461654025959,4413.55698277097,0,0
"FBgn0036335:mRpL20",-9.41143927113891,14.4664845455838,4413.55698277319,0,0
"FBgn0261555:CG42673",-9.41143927113891,14.4610609394469,4413.55698277286,0,0
"FBgn0085810:CR41597",-9.41143927113891,14.4612424480331,4413.55698276587,0,0
"FBgn0036666:TSG101",-9.41143927113891,14.4632720269779,4413.55698277942,0,0
"FBgn0259239:CG42337",-9.41143927113891,14.4668188003467,4413.55698277316,0,0
"FBgn0035229:pns",-9.41143927113891,14.4613286999452,4413.55698277786,0,0
"FBgn0052442:Arv1",-9.41143927113891,14.4604445792839,4413.55698276383,0,0
"FBgn0025558:CG4101",-9.41143927113891,14.4642422649628,4413.55698277232,0,0
"FBgn0035588:Dhrs4",-9.41143927113891,14.4638073594511,4413.55698279192,0,0
"FBgn0052176:CG32176",-9.41143927113891,14.460256847197,4413.55698278985,0,0
"FBgn0035603:Pfdn4",-9.41143927113891,14.4688557920559,4413.55698287441,0,0
"FBgn0036028:CG16717",-9.41143927113891,14.4594246949364,4413.55698276733,0,0
"FBgn0052333:CG32333",-9.41143927113891,14.4599597641195,4413.55698276564,0,0
"FBgn0036395:CG17361",-9.41143927113891,14.4592822625755,4413.55698276838,0,0
"FBgn0011205:fbl",-9.41143927113891,14.4593252432066,4413.55698277138,0,0
"FBgn0052137:CG32137",-9.41143927113891,14.4623261803939,4413.55698278214,0,0
"FBgn0035807:CG7492",-9.41143927113891,14.4619093189403,4413.55698277175,0,0
"FBgn0087039:Sbp2",-9.41143927113891,14.4601881044533,4413.5569827653,0,0
"FBgn0036173:CG7394",-9.41143927113891,14.4639284423485,4413.55698277637,0,0
"FBgn0004514:Oct-TyrR",-9.41143927113891,14.4615974677668,4413.55698277797,0,0
"FBgn0035825:CG8111",-9.41143927113891,14.4595874534277,4413.55698276526,0,0
"FBgn0036248:ssp",-9.41143927113891,14.4597259286244,4413.55698276785,0,0
"FBgn0035236:Tmep",-9.41143927113891,14.4667470857824,4413.55698277242,0,0
"FBgn0037044:Pdss2",-9.41143927113891,14.4613023976606,4413.55698279631,0,0
"FBgn0015359:CG2034",-9.41143927113891,14.4601868747564,4413.55698276432,0,0
"FBgn0052350:Vps11",-9.41143927113891,14.461145783679,4413.55698277721,0,0
"FBgn0015298:Srp19",-9.41143927113891,14.4600786928511,4413.55698276481,0,0
"FBgn0035400:CG11537",-9.41143927113891,14.4628325009048,4413.55698276632,0,0
"FBgn0263456:nwk",-9.41143927113891,14.4640798874542,4413.55698278598,0,0
"FBgn0036510:SCCRO",-9.41143927113891,14.4647859963851,4413.55698279401,0,0
"FBgn0036141:wls",-9.41143927113891,14.4595777395792,4413.55698276933,0,0
"FBgn0035688:fmt",-9.41143927113891,14.4633756050607,4413.55698276702,0,0
"FBgn0028648:mRpL50",-9.41143927113891,14.466127271697,4413.55698278751,0,0
"FBgn0036932:Lamtor1",-9.41143927113891,14.4638174395957,4413.55698278611,0,0
"FBgn0001078:ftz-f1",-9.41143927113891,14.4631041985815,4413.55698278251,0,0
"FBgn0035906:GstO2",-9.41143927113891,14.4612963983116,4413.55698276487,0,0
"FBgn0035983:CG4080",-9.41143927113891,14.4618301121676,4413.55698276947,0,0
"FBgn0037102:CRIF",-9.41143927113891,14.4643661331975,4413.55698277322,0,0
"FBgn0261872:scaf6",-9.41143927113891,14.4623569058159,4413.55698277409,0,0
"FBgn0011204:cue",-9.41143927113891,14.4594163004913,4413.55698277056,0,0
"FBgn0036239:Pop2",-9.41143927113891,14.4620737853654,4413.55698278358,0,0
"FBgn0036740:Vps60",-9.41143927113891,14.4658020355627,4413.55698277429,0,0
"FBgn0036911:Fibp",-9.41143927113891,14.4609170944054,4413.5569827727,0,0
"FBgn0052428:CG32428",-9.41143927113891,14.4599454098781,4413.55698276871,0,0
"FBgn0261722:fwe",-9.41143927113891,14.4750893911439,4413.55698280161,0,0
"FBgn0036505:CG7945",-9.41143927113891,14.4773361571363,4413.55698276234,0,0
"FBgn0035251:Vta1",-9.41143927113891,14.4626301203598,4413.55698276792,0,0
"FBgn0036406:CG13484",-9.41143927113891,14.4612089480065,4413.55698277705,0,0
"FBgn0003744:trc",-9.41143927113891,14.4615729654585,4413.55698276526,0,0
"FBgn0035101:p130CAS",-9.41143927113891,14.460190757051,4413.55698277185,0,0
"FBgn0046301:CG7148",-9.41143927113891,14.4597440903674,4413.55698277042,0,0
"FBgn0267390:dop",-9.41143927113891,14.460284527926,4413.55698276674,0,0
"FBgn0011706:rpr",-9.41143927113891,14.4599797337692,4413.55698276396,0,0
"FBgn0036111:Aps",-9.41143927113891,14.463080596117,4413.55698277838,0,0
"FBgn0263776:CG43693",-9.41143927113891,14.4621561896239,4413.55698276696,0,0
